,Ruling,Name,Quote,Description,Date
1547,pants-fire,Instagram posts,“A staffer reveals that Kamala Harris doesn’t actually own a gun.”,an Instagram post,"September 21, 2024 "
1548,pants-fire,TikTok posts,Video claims to show Donald Trump in an interview with Diddy,a video,"September 19, 2024 "
1549,pants-fire,Facebook posts,Vice President Kamala Harris’ college professors disparaged her as their “worst student.”,a post,"September 13, 2024 "
1550,pants-fire,Bernie Moreno,"“Illegal” Haitians in Springfield, Ohio, are “reportedly killing and eating pets.”",an Instagram post,"September 9, 2024 "
1551,pants-fire,Donald Trump,Vice President Kamala Harris is “talking about bringing back the draft.”,a rally ,"September 13, 2024 "
1552,pants-fire,Facebook posts,"""ABC elimina a los moderadores del debate David Muir y Linsey Davis"".",una publicación en Facebook,"September 15, 2024 "
1553,pants-fire,X posts,"Este es “vídeo de una inmigrante haitiana que asesinó y se comió al gato de sus vecinos” en Springfield, Ohio.",una publicación en X,"September 14, 2024 "
1554,pants-fire,Michele Morrow,The plus in LGBTQ+ includes pedophilia.,a social media post,"September 16, 2024 "
1555,pants-fire,X posts,"The apparent assassination attempt against former President Donald Trump on Sept. 15, 2024, was “staged.”",a post,"September 15, 2024 "
1556,pants-fire,Threads posts,"“ABC lost $27M in ad revenue after advertisers pulled ads from the network after the way they hosted the debate"" on Sept. 10.",a post on Threads,"September 13, 2024 "
1557,pants-fire,Instagram posts,Former President Donald Trump admitted during the Sept. 10 presidential debate that he “blew up the Nord Stream pipeline.”,an Instagram post,"September 12, 2024 "
1558,pants-fire,Facebook posts,ABC News fired presidential debate moderators David Muir and Linsey Davis.,a Facebook post,"September 12, 2024 "
1559,pants-fire,Facebook posts,Imagen muestra carnet del Partido Comunista de la vicepresidenta Kamala Harris.,una publicación en Facebook,"September 11, 2024 "
1560,pants-fire,Facebook posts,The Minnesota Vikings have denounced Tim Walz: “We don’t suppᴏrt his values.”,a photo,"September 11, 2024 "
1561,pants-fire,Instagram posts,"A Haitian woman was arrested in Springfield, Ohio, for eating a cat.",Instagram posts,"September 9, 2024 "
1562,pants-fire,X posts,"Kamala Harris “descubierta usando unos zarcillos con audífonos inhalambricos, para que le soplaran las respuestas durante el debate contra Donald Trump”.",una publicación en X,"September 11, 2024 "
1563,pants-fire,Social Media,"Vice President Kamala Harris wore NOVA H1 audio earrings in the Sept. 10, 2024, presidential debate.",social media posts,"September 10, 2024 "
1564,pants-fire,X posts,"""Dallas County Texas (tells) election workers to (illegally) lie on registration & use a church address to register homeless people to vote!”",an X post,"September 9, 2024 "
1565,pants-fire,Viral image,Image shows “Michelle Obama’s necklace from DNC speech” said “Mike.”,an Instagram post,"September 2, 2024 "
1566,pants-fire,Donald Trump,"""In Springfield (Ohio), they're eating the dogs, the people that came in, they're eating the cats. They're eating, they're eating the pets of the people that live there.”",at a Sept. 10 presidential debate,"September 10, 2024 "
1567,pants-fire,X posts,“BREAKING: Apalachee High School shooter has been identified as non-binary trans girl Samantha Hyde.”,an X post,"September 4, 2024 "
1568,pants-fire,Viral image,“In less than 48 hours the United States government is shutting down for good.”,an Instagram post,"September 2, 2024 "
1569,pants-fire,Donald Trump,"“The transgender thing is incredible... your kid goes to school and comes home a few days later with an operation. The school decides what’s going to happen with your child.""",an interview at a Moms for Liberty Conference,"August 30, 2024 "
1570,pants-fire,X posts,"On June 7, 2011, Kamala Harris was involved in a San Francisco hit-and-run crash that injured a woman named Alicia Brown.",a video posted on X,"September 3, 2024 "
1571,pants-fire,Threads posts,“Melania Trump just filed for divorce MINUTES ago in Palm Beach.”,a Threads post,"September 1, 2024 "
1572,pants-fire,Donald Trump,Vice President Kamala Harris “is a communist. … She is really a Marxist.”,an interview with a podcaster,"August 26, 2024 "
1573,pants-fire,Facebook posts,Vice President Kamala Harris was fired from McDonald’s for stealing.,a post,"August 29, 2024 "
1574,pants-fire,Instagram posts,Image claims Tiger Woods said “Kamala's fake black accent is embarrassing and extremely offensive.”,a photo,"September 2, 2024 "
1575,pants-fire,Facebook posts,“There’s no such thing as menopause.”,a Facebook post,"August 25, 2024 "
1576,pants-fire,Facebook posts,"El Dr. Juan Rivera lanza ""una pastilla revolucionaria"" para curar la diabetes.",una publicación en Facebook,"August 21, 2024 "
1577,pants-fire,Instagram posts,World Economic Forum “document confirms 6 billion humans will die in 2025.”,an Instagram post,"August 24, 2024 "
1578,pants-fire,Facebook posts,Video shows Jordan Peterson making disparaging remarks about Chinese food,a video,"August 25, 2024 "
1579,pants-fire,Threads posts,Charlie Kirk X post about iPhone storage reveals his top app is Grindr.,a Threads post,"August 27, 2024 "
1580,pants-fire,Threads posts,"Lowe’s CEO Marvin Ellison said on CNBC, “If conservatives do not like our values, they should take their money to Home Depot.”",a Threads post,"August 23, 2024 "
1581,pants-fire,Instagram posts,Maxine Waters told her followers on X not to follow Omar Navarro because he is a “Hispanic Republican.”,an Instagram post,"August 22, 2024 "
1582,pants-fire,Donald Trump,“The Harris-Biden Administration has been caught fraudulently manipulating Job Statistics.”,a Truth Social post,"August 21, 2024 "
1583,pants-fire,X posts,“Women don't even get their own restroom at the DNC convention.”,a post,"August 19, 2024 "
1584,pants-fire,X posts,Democrats dyed the “Chicago River red to celebrate abortion.”,an X post,"August 19, 2024 "
1585,pants-fire,Facebook posts,"Actor Mel Gibson told talk show host Oprah Winfrey, “You sell children!”",a Facebook post,"August 14, 2024 "
1586,pants-fire,Facebook posts,Kamala Harris y Tim Walz se tomaron una foto con un cartel comunista.,una publicación en Facebook,"August 13, 2024 "
1587,pants-fire,Donald Trump,"“We’re losing 300,000 people a year to fentanyl that comes through our border. We had it down to the lowest number and now it’s worse than it’s ever been.”",a rally ,"July 24, 2024 "
1588,pants-fire,TikTok posts,Video shows Boston Red Sox player Jarren Duran getting a “MASSIVE” ovation after his two-game suspension for homophobic slur.,a TikTok video,"August 14, 2024 "
1589,pants-fire,Donald Trump,Photo of Kamala Harris’ Aug. 7 rally near Detroit was AI-generated and “there was nobody there.” Attendees pictured “didn’t exist.”,a post on Truth Social,"August 11, 2024 "
1590,pants-fire,Donald Trump,“I went down in a helicopter with (Willie Brown). We thought maybe this is the end. We were in a helicopter going to a certain location together and there was an emergency landing.”,a press conference,"August 8, 2024 "
1591,pants-fire,Viral image,Says Minnesota Gov. Tim Walz had his stomach pumped “after overingesting horse semen.”,a Facebook post,"August 8, 2024 "
1592,pants-fire,Viral image,“Police found human remains and evidence of cannibalism” at  Oprah Winfrey’s home.,an Instagram post,"July 12, 2024 "
1593,pants-fire,Claudia Tenney,Biden Executive Order 14019  “requires our taxpayer-funded federal agencies to violate the Hatch Act and engage in illegal vote harvesting.”,a social media post,"July 3, 2024 "
1594,pants-fire,Threads posts,Vice President Kamala Harris “was born in Canada.”,a post,"July 31, 2024 "
1595,pants-fire,Instagram posts,President Joe Biden “killed his first wife.”,an Instagram post,"July 18, 2024 "
1596,pants-fire,Donald Trump,"Kamala Harris was “Indian all the way, and then all of a sudden, she made a turn and she went, she became a Black person.”",an NABJ conference appearance,"July 31, 2024 "
1597,pants-fire,JB Pritzker,Sen. JD Vance is “known for his obsession with couches.”,,"July 28, 2024 "
1598,pants-fire,JD Vance,Vice President Kamala Harris is “calling for an end to the child tax credit.”,an interview,"July 28, 2024 "
1599,pants-fire,Threads posts,"Kamala Harris said, “Today we celebrate the Olympics. Because Olympians are Olympic.”",a post,"July 28, 2024 "
1600,pants-fire,Instagram posts,Rose Garden video shows that President Joe Biden was taller when he emerged from July 24 Oval Office speech.,an Instagram post,"July 25, 2024 "
1601,pants-fire,Viral image,Video shows President Joe Biden’s July 24 address is “either CGI or a mask.”,an Instagram post,"July 24, 2024 "
1602,pants-fire,X posts,Videos show Jill Biden alone in Paris and at White House with Joe Biden at the same time.,X posts,"July 25, 2024 "
1603,pants-fire,Instagram posts,President Joe Biden is stepping down from the 2024 presidential race because he’s dead.,an Instagram post,"July 23, 2024 "
1604,pants-fire,X posts,"""Muere la madre de Michelle Obama, deja herencia a 'Mi hijo Michael'"".",una publicación en X,"January 6, 2024 "
1605,pants-fire,X posts,"""Kamala Harris no es elegible para postularse para la presidencia. Ninguno de sus padres eran ciudadanos estadounidenses natos cuando ella nació"".",una publicación en X,"July 21, 2024 "
1606,pants-fire,Viral image,"“Michelle Obama’s mother dies, leaves inheritance to ‘my son Michael.’”",an Instagram post,"July 20, 2024 "
1607,pants-fire,Viral image,"Fox News aired a chyron that said, “Kamala could be the oldest elected female president.”",an X post,"July 22, 2024 "
1608,pants-fire,Instagram posts,Kamala Harris “is not eligible to hold the office of president” because her parents were non-citizens.,an Instagram post,"July 21, 2024 "
1609,pants-fire,X posts,A July 21 video aired by PBS News shows President Joe Biden’s “first video address following dropping out of the presidential race.”,an X post,"July 21, 2024 "
1610,pants-fire,Threads posts,The Secret Service staged the July 13 shooting at Trump rally.,a post,"July 13, 2024 "
1611,pants-fire,Threads posts,"Photo shows that two days after former President Donald Trump’s attempted assassination, the top part of his ear “grew back.”",a Threads post,"July 15, 2024 "
1612,pants-fire,Instagram posts,The shooter who attempted to assassinate Donald Trump was “Maxwell Yearick.”,Instagram posts,"July 14, 2024 "
1613,pants-fire,Facebook posts,Thomas Crooks “was a registered Democrat who voted for Clinton and Biden.”,a post,"July 14, 2024 "
1614,pants-fire,Threads posts,Photo shows Secret Service agents smiling while escorting Donald Trump offstage after assassination attempt.,Threads posts,"July 14, 2024 "
1615,pants-fire,X posts,"Donald Trump escenificó el tiroteo en su mitin en Butler, Pensilvania.",una publicación en X,"July 13, 2024 "
1616,pants-fire,Social Media,"Estas imágenes muestran a Thomas Matthew Crooks, el sospechoso del tiroteo en el mitin de Donald Trump.",una publicación en redes sociales,"July 14, 2024 "
1617,pants-fire,Social Media,A photo from viral social media posts shows Trump rally shooting suspect Thomas Matthew Crooks.,"a July 14, 2024, post","July 14, 2024 "
